epoch,loss,metric_0,metric_1,metric_2,val_loss,val_metric_0,val_metric_1,val_metric_2
0,0.9885877966880798,0.045333389192819595,0.04911211505532265,0.05784473940730095,NA,NA,NA,NA
0,0.9824150204658508,0.1218939796090126,0.07206840068101883,0.09944082796573639,NA,NA,NA,NA
1,0.9703251719474792,0.34794822335243225,0.11552581191062927,0.198416069149971,NA,NA,NA,NA
2,0.9432780146598816,0.7061020135879517,0.24211519956588745,0.5456342697143555,NA,NA,NA,NA
3,0.8954914212226868,0.8632563352584839,0.5046422481536865,0.8805638551712036,NA,NA,NA,NA
4,0.8741324543952942,0.8977041244506836,0.7073315382003784,0.9221606850624084,NA,NA,NA,NA
5,0.8616126179695129,0.9108489155769348,0.8179299235343933,0.9286839365959167,NA,NA,NA,NA
6,0.8472726345062256,0.9175860285758972,0.8770274519920349,0.9317405819892883,NA,NA,NA,NA
7,0.8348426222801208,0.9214121699333191,0.9045644998550415,0.9342705607414246,NA,NA,NA,NA
8,0.8268585205078125,0.9239183068275452,0.9167554378509521,0.9357337355613708,NA,NA,NA,NA
9,0.8209508061408997,0.9260738492012024,0.922805666923523,0.9365561604499817,NA,NA,NA,NA
10,0.8135720491409302,0.9285873174667358,0.9263702034950256,0.9371486306190491,NA,NA,NA,NA
11,0.8041327595710754,0.9309545159339905,0.9289364814758301,0.9375471472740173,NA,NA,NA,NA
12,0.7915399074554443,0.9332869052886963,0.9317762851715088,0.9379826784133911,NA,NA,NA,NA
13,0.7599065899848938,0.9351956248283386,0.9345715641975403,0.939807116985321,NA,NA,NA,NA
14,0.7133472561836243,0.9372698664665222,0.9377168416976929,0.9430049061775208,NA,NA,NA,NA
15,0.6702434420585632,0.9392284750938416,0.9408673048019409,0.9468016624450684,NA,NA,NA,NA
16,0.6266810894012451,0.9420697689056396,0.9444617629051208,0.9504803419113159,NA,NA,NA,NA
17,0.5883814096450806,0.9446873068809509,0.9473402500152588,0.9536526203155518,NA,NA,NA,NA
18,0.5340542197227478,0.9481192827224731,0.9505174160003662,0.9573733806610107,NA,NA,NA,NA
19,0.4643250107765198,0.9514641761779785,0.9550369381904602,0.962617814540863,NA,NA,NA,NA
20,0.41965147852897644,0.9535225629806519,0.9584746956825256,0.9658737778663635,NA,NA,NA,NA
21,0.37186160683631897,0.9563477039337158,0.9624383449554443,0.9696022868156433,NA,NA,NA,NA
22,0.33425912261009216,0.9587492942810059,0.9656506180763245,0.9726347923278809,NA,NA,NA,NA
23,0.31217122077941895,0.9603435397148132,0.9678088426589966,0.9744042754173279,NA,NA,NA,NA
24,0.2849299907684326,0.9623354077339172,0.970360279083252,0.9768991470336914,NA,NA,NA,NA
25,0.27394169569015503,0.9635928273200989,0.9716746211051941,0.9775846600532532,NA,NA,NA,NA
26,0.24662284553050995,0.965644896030426,0.9740481972694397,0.9799420833587646,NA,NA,NA,NA
27,0.23611022531986237,0.9665493369102478,0.9752235412597656,0.9809161424636841,NA,NA,NA,NA
28,0.22544871270656586,0.9678748250007629,0.9764412641525269,0.9815764427185059,NA,NA,NA,NA
29,0.21379585564136505,0.9689529538154602,0.9776355028152466,0.9826983213424683,NA,NA,NA,NA
30,0.2064686119556427,0.9698360562324524,0.9785565137863159,0.983307421207428,NA,NA,NA,NA
31,0.1975124329328537,0.9706305861473083,0.9795463681221008,0.9840825796127319,NA,NA,NA,NA
32,0.18457557260990143,0.9718720316886902,0.9808341264724731,0.985114574432373,NA,NA,NA,NA
33,0.17239153385162354,0.9726961851119995,0.9819386005401611,0.9862039685249329,NA,NA,NA,NA
34,0.16596397757530212,0.9735069870948792,0.9826371669769287,0.9866169095039368,NA,NA,NA,NA
35,0.16114245355129242,0.9740539193153381,0.9832116961479187,0.9870906472206116,NA,NA,NA,NA
36,0.15576107800006866,0.9746977090835571,0.9838336706161499,0.9875478148460388,NA,NA,NA,NA
37,0.14978373050689697,0.9751896262168884,0.9844080209732056,0.9879608154296875,NA,NA,NA,NA
38,0.14338645339012146,0.9758422374725342,0.9850753545761108,0.9885531067848206,NA,NA,NA,NA
39,0.14104682207107544,0.9760982990264893,0.9853360056877136,0.9887136816978455,NA,NA,NA,NA
40,0.14008919894695282,0.9762823581695557,0.9855296015739441,0.9887791872024536,NA,NA,NA,NA
41,0.12189184874296188,0.9777005910873413,0.9871771335601807,0.990423321723938,NA,NA,NA,NA
42,0.11874718219041824,0.9782184362411499,0.9875378012657166,0.9906403422355652,NA,NA,NA,NA
43,0.11510001868009567,0.9785195589065552,0.9878965616226196,0.9909621477127075,NA,NA,NA,NA
44,0.10669981688261032,0.9793397784233093,0.9886717796325684,0.9917253851890564,NA,NA,NA,NA
45,0.10526233166456223,0.979347288608551,0.9888196587562561,0.9917570352554321,NA,NA,NA,NA
46,0.103887639939785,0.9797362089157104,0.9890835285186768,0.9919381737709045,NA,NA,NA,NA
47,0.10101135075092316,0.9799875020980835,0.9893797039985657,0.9921919703483582,NA,NA,NA,NA
48,0.09326880425214767,0.9806404113769531,0.9900773167610168,0.9928500652313232,NA,NA,NA,NA
49,0.09255127608776093,0.9808468818664551,0.9902233481407166,0.992882251739502,NA,NA,NA,NA
50,0.08727329224348068,0.981356143951416,0.9907188415527344,0.9933254718780518,NA,NA,NA,NA
51,0.08563806116580963,0.981468141078949,0.9909375309944153,0.9935312271118164,NA,NA,NA,NA
52,0.08145315945148468,0.9819343090057373,0.9913641214370728,0.9939244985580444,NA,NA,NA,NA
53,0.07785699516534805,0.9822820425033569,0.9917057752609253,0.9942113161087036,NA,NA,NA,NA
54,0.07050295919179916,0.9829280972480774,0.9923695921897888,0.9947883486747742,NA,NA,NA,NA
55,0.0683240294456482,0.9831856489181519,0.9925843477249146,0.9949786067008972,NA,NA,NA,NA
56,0.06936709582805634,0.9832369089126587,0.9926550984382629,0.9950011372566223,NA,NA,NA,NA
57,0.0648815929889679,0.9836214184761047,0.9930104613304138,0.9953193068504333,NA,NA,NA,NA
58,0.06220227852463722,0.9838467836380005,0.9933273196220398,0.9956446290016174,NA,NA,NA,NA
59,0.05565802752971649,0.9845152497291565,0.9939754605293274,0.996191143989563,NA,NA,NA,NA
60,0.052819352596998215,0.9849024415016174,0.9942751526832581,0.9964183568954468,NA,NA,NA,NA
61,0.05431053042411804,0.9847367405891418,0.9942261576652527,0.9963343739509583,NA,NA,NA,NA
62,0.051920074969530106,0.9850001931190491,0.9943851828575134,0.99652099609375,NA,NA,NA,NA
63,0.04800828918814659,0.9853954911231995,0.9947921633720398,0.9968702793121338,NA,NA,NA,NA
64,0.04802802577614784,0.9855179786682129,0.9948602914810181,0.9968264698982239,NA,NA,NA,NA
65,0.04129860922694206,0.9861189723014832,0.9955410361289978,0.9974818825721741,NA,NA,NA,NA
66,0.03620580583810806,0.9867463111877441,0.9960711002349854,0.9979705810546875,NA,NA,NA,NA
67,0.03792039304971695,0.9865992665290833,0.9959343075752258,0.9977900981903076,NA,NA,NA,NA
68,0.04130960628390312,0.9862644672393799,0.9956166744232178,0.9974523782730103,NA,NA,NA,NA
69,0.04180363938212395,0.9862977266311646,0.9955918788909912,0.9974202513694763,NA,NA,NA,NA
70,0.03799189254641533,0.9866498112678528,0.9959641098976135,0.9977370500564575,NA,NA,NA,NA
71,0.03326926752924919,0.9871727824211121,0.9964694976806641,0.9981879591941833,NA,NA,NA,NA
72,0.03138293698430061,0.9874194860458374,0.9966915249824524,0.9984104633331299,NA,NA,NA,NA
73,0.031500194221735,0.987450122833252,0.9967002868652344,0.9983845353126526,NA,NA,NA,NA
74,0.029409214854240417,0.987642765045166,0.996910572052002,0.9985671043395996,NA,NA,NA,NA
75,0.02815094031393528,0.9878358244895935,0.9970681071281433,0.9986655116081238,NA,NA,NA,NA
76,0.025183476507663727,0.988163948059082,0.9973812103271484,0.9989521503448486,NA,NA,NA,NA
77,0.023931970819830894,0.9883480072021484,0.9975587129592896,0.999058723449707,NA,NA,NA,NA
78,0.024034492671489716,0.9883935451507568,0.9975630640983582,0.9990212321281433,NA,NA,NA,NA
79,0.02335241064429283,0.9884513020515442,0.9976365566253662,0.9990872740745544,NA,NA,NA,NA
80,0.020964540541172028,0.9887793660163879,0.9978878498077393,0.9992914795875549,NA,NA,NA,NA
81,0.023479556664824486,0.9884936213493347,0.997645378112793,0.99907386302948,NA,NA,NA,NA
82,0.021718693897128105,0.9887349605560303,0.997836172580719,0.999236524105072,NA,NA,NA,NA
83,0.020989473909139633,0.9888830780982971,0.9979444146156311,0.9992820024490356,NA,NA,NA,NA
84,0.020439155399799347,0.988913893699646,0.9980051517486572,0.9993277788162231,NA,NA,NA,NA
85,0.01886432059109211,0.9891626238822937,0.9982106685638428,0.9994827508926392,NA,NA,NA,NA
86,0.018605465069413185,0.9891882538795471,0.9982523918151855,0.999506413936615,NA,NA,NA,NA
87,0.018485011532902718,0.9892149567604065,0.9982732534408569,0.9995166063308716,NA,NA,NA,NA
88,0.0181139949709177,0.9893395900726318,0.9983248710632324,0.9995401501655579,NA,NA,NA,NA
89,0.016839541494846344,0.9895037412643433,0.9984777569770813,0.999636709690094,NA,NA,NA,NA
90,0.01676451787352562,0.9895457625389099,0.9984982013702393,0.9996377229690552,NA,NA,NA,NA
91,0.016642194241285324,0.9895849823951721,0.9985306859016418,0.9996429085731506,NA,NA,NA,NA
92,0.01660372130572796,0.9895818829536438,0.9985262155532837,0.9996493458747864,NA,NA,NA,NA
93,0.01610812544822693,0.9896764159202576,0.9986093640327454,0.9996861815452576,NA,NA,NA,NA
94,0.016130635514855385,0.9896972179412842,0.9986167550086975,0.9996766448020935,NA,NA,NA,NA
95,0.016740553081035614,0.989631175994873,0.998557984828949,0.9996170997619629,NA,NA,NA,NA
96,0.016380369663238525,0.9896931648254395,0.9986045956611633,0.9996603727340698,NA,NA,NA,NA
97,0.01596289500594139,0.9897666573524475,0.9986634254455566,0.9996910691261292,NA,NA,NA,NA
98,0.015409421175718307,0.9898678660392761,0.9987362027168274,0.9997327327728271,NA,NA,NA,NA
99,0.01568646915256977,0.9898180365562439,0.9987112879753113,0.9997041821479797,NA,NA,NA,NA
